,宣传平台,活动分类,组织名称,联系方式,活动类型,具体活动,活动链接,针对用户群体,活动时间,活动频率,活动场地,活动价格,活动收藏量,浏览量
304,活动行-生活,聚会交友,,,#徒步#聚会#交友,5.2徒步海景公园，遇见东部蔚蓝大海，打卡两公里海景栈道,https://www.huodongxing.com/event/2595253929100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月02日15:30,,广东深圳海山地铁站-C口,,,803
305,活动行-生活,聚会交友,,,#交友#聚会#徒步,6.5徒步莲花山，打卡相亲角，遇见最美夜景，遇见喜欢的人,https://www.huodongxing.com/event/2600587769000?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月05日17:00,,广东深圳少年宫地铁站-F1口,,,270
306,活动行-生活,聚会交友,,,,5月29日徒步白石龙音乐公园，剧本杀社群聚会,https://www.huodongxing.com/event/3599575171900?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月29日16:30,,广东深圳M207路; M459路; M533路白石龙音乐公园,,,479
307,活动行-生活,聚会交友,,,#交友#聚会#徒步,5.22莲花山徒步交友会，打卡最美相亲角，同步加入莲花山徒步交友圈,https://www.huodongxing.com/event/9598419689500?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月22日17:00,,广东深圳少年宫地铁站-F1口,,,247
308,活动行-生活,聚会交友,,,#交友#徒步#聚会,4.17徒步铁仔山网红云道，呼吸森林大氧吧,https://www.huodongxing.com/event/6593382742700?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月17日14:30,,广东深圳宝安区铁仔山公园路铁仔山公园-正门,,,694
309,活动行-生活,聚会交友,,,,4月24日北站中心公园剧本杀休闲聚会,https://www.huodongxing.com/event/8594539739700?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月24日14:00,,广东深圳深圳北站西广场对面北站中心公园,,,422
310,活动行-生活,聚会交友,,,#交友#聚会#徒步,4月22日夜徒人才公园，变幻无穷的灯光盛宴,https://www.huodongxing.com/event/3593983232200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月22日19:00,,广东深圳后海地铁站-G口,,,485
311,活动行-生活,聚会交友,,,#徒步#交友#聚会,5.9打卡蛇口价值工厂，工业风与涂鸦交融，文艺青年拍照圣地,https://www.huodongxing.com/event/5596976606200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月09日15:00,,广东深圳价值工厂公交站,,,304
312,活动行-生活,聚会交友,,,,【派对丘比特】深圳单身白领线上交友圈，线上互选心动CP,https://www.huodongxing.com/event/4596538450400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月05日23:30,,广东深圳福田区侨香东路1011号深圳1979文化生活新天地(报名后通知详细地址),,,558
313,活动行-生活,聚会交友,,,#交友#徒步#聚会,4月24日徒步大沙河生态绿道，遇见白鹭戏水、清澈河流，漫步在绿色时光里,https://www.huodongxing.com/event/3593985451600?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月24日14:00,,广东深圳茶光地铁站-C口,,,452
314,活动行-生活,聚会交友,,,#交友#徒步#聚会,5.29徒步莲花山打卡相亲角，山顶广场看城市夜景，书城广场听露天音乐,https://www.huodongxing.com/event/3599697863600?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月29日18:00,,广东深圳少年宫地铁站-F1口,,,145
315,活动行-生活,聚会交友,,,#单身#聚会#交友,5月30号【深圳•单身派对】30+成熟魅力男士+高知淑女高品质相亲专场，最美的年纪遇见TA！,https://www.huodongxing.com/event/9599015271300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月30日14:00,,广东深圳南山区高新南七道数字技术园A1栋一楼勃朗咖啡厅,,,1000
316,活动行-生活,聚会交友,,,#聚会#交友#徒步,5.15红花山绿黛子草海，像极了爱情,https://www.huodongxing.com/event/7597000170500?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日14:30,,广东深圳红花中路红花山公园-东南门,,,285
317,活动行-生活,聚会交友,,,#单身#高品质联谊#相亲,6月6号深圳优秀职场人相亲专场——公务员事业单位国企名企高管商务精英高端单身联谊活动,https://www.huodongxing.com/event/1599726448612?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月06日14:00,,广东深圳南山区高新南七道1号勃朗咖啡(科技店),,,720
318,活动行-生活,聚会交友,,,#单身#高品质联谊#相亲,5月1号深圳优秀职场人相亲专场——公务员事业单位国企名企高管商务精英高端单身联谊活动,https://www.huodongxing.com/event/9594844874300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日14:00,,广东深圳南山区高新南七道数字技术园A1栋一楼勃朗咖啡厅,,,1178
319,活动行-生活,聚会交友,,,#单身#剧本杀#交友,【周六，深圳站】剧本杀主题交友 | 扑朔迷离的案件之下，能不能脱单，就看你“演技”啦~,https://www.huodongxing.com/event/9593675344100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月22日14:00,,广东深圳佳宁娜广场B座2304猫妖阁剧本推理社,,,848
320,活动行-生活,聚会交友,,,#相亲#单身交友#周末去哪,【优质男生场】4.18号高品质脱单派对，男生有房or本科or年薪15w，在这里等你撩走,https://www.huodongxing.com/event/3593235518312?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月18日14:00,,广东深圳南山区高新南七道1号勃朗咖啡(科技店),,,491
321,活动行-生活,聚会交友,,,#相亲#单身交友#周末去哪,【广东籍or有房一族】4.24号专场相亲活动，让爱情遇见， 让脱单不再是难事,https://www.huodongxing.com/event/8594144612112?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月24日14:00,,广东深圳南山区高新南七道1号勃朗咖啡(科技店),,,251
322,活动行-生活,聚会交友,,,#陌生人饭局#单身交友,【4.23号，深圳】一场有趣的陌生人饭局，单身交友新玩法，这就差你了,https://www.huodongxing.com/event/5593997247612?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月23日19:00,,广东深圳福田区福虹路3007号国际科技大厦君庭会中餐馆,,,200
323,活动行-生活,聚会交友,,,,【5.5日派对丘比特】以K歌会友，天“声”一对欢乐聚,https://www.huodongxing.com/event/9595139459000?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月05日13:30,,广东深圳南山区海岸城(报名后通知具体地点),,,749
324,活动行-生活,聚会交友,,,#陌生人饭局#单身交友,【4.16号，深圳】一场有趣的陌生人饭局，单身交友新玩法，这就差你了,https://www.huodongxing.com/event/4592949014400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月16日18:30,,广东深圳福田区福虹路3007号国际科技大厦君庭会中餐馆(深圳店),,,94
325,活动行-生活,聚会交友,,,#相亲#单身交友#周末去哪,4月11日深圳【离异or大龄相亲专场】“30+成熟男”展现魅力，幸福牵手，与爱同行~,https://www.huodongxing.com/event/2592535989712?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月11日14:00,,广东深圳南山区高新南七道数字技术园A1栋一楼勃朗咖啡厅,,,113
326,活动行-生活,聚会交友,,,#单身交友#大龄单身#离异单身,“不甘剩”4月11日深圳【大龄 • 离异相亲专场】真诚交友，找寻生命中的那个TA,https://www.huodongxing.com/event/5592221758700?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月11日14:00,,广东深圳南山区高新南七道数字技术园A1栋一楼勃朗咖啡厅,,,581
327,活动行-生活,聚会交友,,,#兴趣爱好#户外#运动,涂鸦看个性 | 第九期,https://www.huodongxing.com/event/1599289647500?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月29日14:00,,广东深圳南新路1014号附近阳光科创中心-B座3303,,,293
328,活动行-生活,聚会交友,,,#脱单相亲#线下画画#文艺交友,涂鸦看个性 | 第三期,https://www.huodongxing.com/event/9592332340200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月10日14:00,,广东深圳南新路1014号附近阳光科创中心-B座33楼(可见指示牌),,,717
329,活动行-生活,聚会交友,,,#涂鸦画画#文艺交友#兴趣交友,涂鸦看个性 | 第五期,https://www.huodongxing.com/event/5593194473000?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月24日14:00,,广东深圳南新路1014号附近阳光科创中心-B座33楼,,,662
330,活动行-生活,聚会交友,,,#兴趣交友#涂鸦画画#周末户外,涂鸦看个性 | 第七期,https://www.huodongxing.com/event/2595399309400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日14:00,,广东深圳阳光科创中心B座33楼33,,,417
331,活动行-生活,聚会交友,,,,【5.5下午丨深圳】高知圈深圳优质单身青年专场联谊,https://www.huodongxing.com/event/4594636033800?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月05日14:30,,广东深圳报名成功后请联系组织者微信，统一发活动通知,,,1004
332,活动行-生活,聚会交友,,,,【5.23周日下午丨深圳】本硕博&海归校友专场单身联谊,https://www.huodongxing.com/event/7596681382300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月23日14:30,,广东深圳报名成功后请联系组织者微信，统一发活动通知,,,437
333,活动行-生活,聚会交友,,,,【4.18周日丨深圳】90后美眉（男生85后&90后）活力专场，青春来袭,https://www.huodongxing.com/event/2592331097200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月18日14:30,,广东深圳报名成功后请联系组织者微信，统一发活动通知,,,590
334,活动行-生活,聚会交友,,,#兴趣交友#单身桌游#游戏,七点友约 | 单身交友,https://www.huodongxing.com/event/1599287219600?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月28日19:00,,广东深圳南山区阳光科创中心A座10楼Real Sweet,,,136
335,活动行-生活,聚会交友,,,#单身交友#周末活动#单身白领,七点友约 | 单身交友,https://www.huodongxing.com/event/8595392478000?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月07日19:00,,广东深圳南山区南山街道南新路1024号阳光科创中心-A座,,,435
336,活动行-生活,聚会交友,,,,【本周日丨深圳】5.30教师&公务员&医生&国企事业单位专场联谊,https://www.huodongxing.com/event/3599410562400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月30日14:30,,广东深圳报名成功后请联系组织者微信，统一发活动通知,,,164
337,活动行-生活,聚会交友,,,#学习#交友#脱单,发生爱练习营 | 福恋我们在一起,https://www.huodongxing.com/event/7588496148800?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月10日10:00,,广东深圳南山区科发路12号大冲城市花园1000,,,692
338,活动行-生活,聚会交友,,,#单身交友#周末活动#单身白领,七点友约 | 单身交友,https://www.huodongxing.com/event/1596947176312?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月14日19:00,,广东深圳南山区南山街道南新路1024号阳光科创中心-A座10,,,166
339,活动行-生活,聚会交友,,,#单身交友#周末活动#单身白领,七点友约 | 单身交友,https://www.huodongxing.com/event/8598243682212?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月21日19:00,,广东深圳南山区阳光科创中心A座10楼,,,130
340,活动行-生活,聚会交友,,,#兴趣爱好#户外#运动,涂鸦看个性 | 第十期,https://www.huodongxing.com/event/4600257508012?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月05日14:30,,广东深圳阳光科创中心B座3303,,,246
341,活动行-生活,聚会交友,,,,【4.24周六丨深圳】包下深圳超火酒吧ARENA，寻找RED PLANET的终极电音狂欢，年度最红电音节就在这里！,https://www.huodongxing.com/event/1593087274712?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月24日14:30,,广东深圳报名成功后请联系组织者微信，统一发活动通知,,,635
342,活动行-生活,聚会交友,,,#脱单交友#兴趣交友#文艺活动,七点友约 | 单身交友,https://www.huodongxing.com/event/3594395246300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月23日19:00,,广东深圳南山区南新路与东滨路交叉口东北角阳光科创中心A座10,,,500
343,活动行-生活,聚会交友,,,#单身交友#晚餐DIY,Honey! let’s make dinner 约会晚餐三部曲,https://www.huodongxing.com/event/9598244741600?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月22日14:00,,广东深圳南山区阳光科创中心A座10楼,,,90
344,活动行-生活,聚会交友,,,#兴趣交友#单身桌游#游戏,七点友约 | 单身交友,https://www.huodongxing.com/event/1600259143912?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月04日19:00,,广东深圳阳光科创中心A座10楼真甜,,,151
345,活动行-生活,聚会交友,,,,七点友约 | 线下交友活动,https://www.huodongxing.com/event/3592486089200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月09日19:00,,广东深圳南山区阳光科创中心A栋十楼Real Sweet,,,315
346,活动行-生活,聚会交友,,,,一日CP | 5.30 “心动实验室”趣味情感社交活动！寻找你的多巴胺！,https://www.huodongxing.com/event/6597553918612?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月30日14:00,,广东深圳福田区笋岗西路深业上城CEEC(Loft-D4)4楼腾讯WeSpace(深圳),,,2239
347,活动行-生活,聚会交友,,,,2021年第二届线下警用装备买家配对交流会-深圳,https://www.huodongxing.com/event/5588152863112?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月10日14:00,,广东深圳宝安区永福路8号-2麗枫酒店(深圳机场福永地铁站店),,,17807
348,活动行-生活,聚会交友,,,,一日CP | 4.24 “心动实验室”趣味情感社交活动！寻找你的多巴胺！,https://www.huodongxing.com/event/3591527367600?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月24日13:30,,广东深圳福田区笋岗西路深业上城CEEC(Loft-D4)4楼腾讯WeSpace(深圳),,,3274
349,活动行-生活,聚会交友,,,#深圳相亲#相亲活动#优质相亲会,深圳4月11日【金领年薪25W+】优质专场相亲会(含晚餐),https://www.huodongxing.com/event/4592376092012?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月11日14:00,,广东深圳深圳南山区西丽大学城胡桃里音乐餐厅,,,658
350,活动行-生活,聚会交友,,,,5.1深圳KTV优质白领单身相亲交友活动,https://www.huodongxing.com/event/6595681291200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日14:00,,广东深圳广东深圳福田区石厦北二街89号马成时代广场最美主题KTV,,,380
351,活动行-生活,聚会交友,,,#徒步#交友#深圳湾,周日“一起走走”深圳湾夜徒，用最轻松的方式，遇见最好的最美的Ta~,https://www.huodongxing.com/event/1594357945312?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月24日19:00,,广东深圳福田区滨海侨城东立交桥与海园一路交叉路口往东约200米(红树林海滨生态公园-出入口)深圳湾公园,,,297
352,活动行-生活,聚会交友,,,#高学历#高年薪#高颜值,5月21号晚高薪or高颜or高学历优质单身相亲交友活动,https://www.huodongxing.com/event/9598284972712?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月21日18:30,,广东深圳福田区金田路卓越世纪中心,,,162
353,活动行-生活,聚会交友,,,#美食#摄影#聚会交友,每周末出发2期顺德周庄逢简水乡、舌尖盛宴均安蒸猪、广东四大名园清晖园美食之旅寻梦者户外,https://www.huodongxing.com/event/8595928648112?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日09:00,,广东深圳深大地铁站,,,284
354,活动行-生活,聚会交友,,,#单身#K歌#深圳,【深圳周末脱单】 深圳Time情感研究所|周末K歌活动,https://www.huodongxing.com/event/7590354771200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月11日14:00,,广东深圳福田区深南大道6013号中国有色大厦1-4层纯K(车公庙店),,,567
355,活动行-生活,聚会交友,,,#深圳相亲#90后美女#85后帅哥,深圳90后单身女神专场（优质男85后）,https://www.huodongxing.com/event/2593814601512?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月18日14:00,,广东深圳福田区岗厦地铁口,,,457
356,活动行-生活,聚会交友,,,#高颜值#高学历#高年薪,5月5日深圳本硕博＆有房一族专场优质单身青年专场联谊,https://www.huodongxing.com/event/2596119395412?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月05日14:00,,广东深圳福田区石厦地铁F出口,,,422
357,活动行-生活,聚会交友,,,#优质#交友#相亲,深圳脱单活动丨优质92后MM VS 甄选优质GG专场，在最美的年纪遇见最合适的你~,https://www.huodongxing.com/event/8600259453012?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月06日14:00,,广东深圳科苑地铁站-D口,,,115
358,活动行-生活,聚会交友,,,#深圳相亲#广东户籍,5月9日深圳站广东籍&深户单身相亲交友活动,https://www.huodongxing.com/event/2596845345112?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月09日14:00,,广东深圳深圳,,,435
359,活动行-生活,聚会交友,,,#情感#心理#聚会,【古董珠宝品鉴沙龙】WHY WOMEN LOVE 探索女性多面魅力之旅,https://www.huodongxing.com/event/3597010050400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月06日14:00,,广东深圳福田区益田路5033号平安金融中心南塔6层比萨玛尚诺,,,2078
360,活动行-生活,聚会交友,,,#高颜值#高学历#高年薪,深圳5月2号周日高薪or高颜or高学历优质单身相亲交友派对,https://www.huodongxing.com/event/6595962295912?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月02日14:00,,广东深圳福田区彩田路星河世纪大厦,,,501
361,活动行-生活,聚会交友,,,#五一#旅行#交友,深圳五一脱单旅行丨纯玩双动四天三夜小垦丁+中国圣托里尼+天空之境，与你浪漫相约~,https://www.huodongxing.com/event/6593478856300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日10:00,,广东深圳龙华区致远中路28号深圳北站,,,570
362,活动行-生活,聚会交友,,,#交友#五一#相亲,深圳脱单活动 | 初夏邂逅·白领精英百人大联谊，五一脱单攻略请收好~,https://www.huodongxing.com/event/3595214662512?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月05日14:00,,广东深圳地铁2号线科苑,,,550
363,活动行-生活,聚会交友,,,#网红打卡#天涯海角#聚会交友,【2021 五一假期】海南三亚五天动车游,https://www.huodongxing.com/event/4594858736000?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日09:00,,广东深圳龙华区致远中路28号深圳北站,,,234
364,活动行-生活,聚会交友,,,#深圳相亲#广东户籍,5月30日广东户籍&深户专场单身相亲交友活动,https://www.huodongxing.com/event/1599432530612?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月30日14:00,,广东深圳罗湖区南湖路3005号国贸商业大厦,,,125
365,活动行-生活,聚会交友,,,#交友#相亲#周末,深圳脱单活动 | 周日诚意结婚专场，这趟通往幸福的列车，不要再错过啦！,https://www.huodongxing.com/event/3597266095812?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月16日14:00,,广东深圳地铁2号线科苑,,,199
366,活动行-生活,聚会交友,,,#桌游#聚会,5.14 青春学堂阳光棕榈社区烧脑桌游：N个桌游换着玩，让你放松让你欢！,https://www.huodongxing.com/event/5596661731400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月14日18:30,,广东深圳南山区阳光棕榈园一期会所负一楼老年学校,,,2380
367,活动行-生活,聚会交友,,,,【桌游交友 福田优惠局】｜戏精狼人杀 Play 不 Play,https://www.huodongxing.com/event/3597081375412?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月09日14:00,,广东深圳深圳福田区上梅林地铁站附近200米(具体地址报名后统一通知),,,744
368,活动行-生活,聚会交友,,,#头马#演讲#SIX,头马俱乐部SIX Club第五十七期中文演讲例会——小声哔哔,https://www.huodongxing.com/event/8597513373412?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日14:00,,广东深圳深圳福田区益田路5023平安金融中心南北塔连桥处s302-314-s402-413顺电味(平安旗舰店),,,116
369,活动行-生活,聚会交友,,,,5.1假期【桌游交友 福田优惠局】｜戏精狼人杀 Play 不 Play,https://www.huodongxing.com/event/3595818509112?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月02日14:00,,广东深圳福田上梅林地铁站附近200米(具体地址报名后统一通知),,,447
370,活动行-生活,聚会交友,,,,MAY.21 | “释放你的天性”露天泳池湿身脱单派对 - 'Take It Off' Rooftop Pool Single Party,https://www.huodongxing.com/event/6596839639200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月21日20:00,,广东深圳南山区欢乐海岸海园二路9号蓝汐精品酒店3楼泳池,,,754
371,活动行-生活,聚会交友,,,#头马#演讲#SIX,头马俱乐部SIX Club第五十五期中文演讲例会——成人之危,https://www.huodongxing.com/event/3592479341012?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月10日14:00,,广东深圳福田区福明路40号雷圳大厦四楼锦囊青年酒店(深圳华强店),,,115
372,活动行-生活,聚会交友,,,,5月9号（周日早上）运动交友►欢乐羽毛球（百胜羽毛球馆）,https://www.huodongxing.com/event/9594425773700?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月09日10:00,,广东深圳百胜羽毛球馆,,,472
373,活动行-生活,聚会交友,,,#剧本杀#桌游#交友,【iHUG剧本杀】有趣灵魂聚集地,https://www.huodongxing.com/event/6596723621012?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月09日13:30,,广东深圳地铁9号线深大南,,,309
374,活动行-生活,聚会交友,,,#剧本杀#桌游#交友,【iHUG读书会】撇开喧嚣，拨开冗务，以书会友,https://www.huodongxing.com/event/3593083630012?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月09日14:00,,广东深圳地铁9号线深大南,,,681
375,活动行-生活,聚会交友,,,,5月16号（周日晚上）狼人杀桌游交友趴,https://www.huodongxing.com/event/7594429786100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月16日18:30,,广东深圳福田香梅北漫咖啡vip包厢,,,508
376,活动行-生活,聚会交友,,,#高颜值#高学历#高年薪,深圳4月24号周六晚高薪or高颜or高学历优质单身相亲交友派对,https://www.huodongxing.com/event/4594255904512?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月24日18:30,,广东深圳南山西丽胡桃里音乐西餐厅,,,504
